"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YLQ8HKN7","webpage","","","zotero epub - Google Search","","","","","https://www.google.co.nz/search?q=zotero+epub&ie=utf-8&oe=utf-8&client=firefox-b-ab&gfe_rd=cr&ei=k5PrV4zCH87r8AfNq5LQDA","","","2016-09-28 09:55:59","2016-09-28 21:22:27","2016-09-28 09:55:59","","","","","","","","","","","","","","","","","","","","","00000","","C:\Users\aba80\Zotero\storage\6ZHFDZGL\search.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L9JVWQYV","webpage","","","Staying Organized: Hunting for the perfect workflow","Life in the desert","","","","http://cdint.weebly.com/1/post/2015/10/staying-organized.html","Alright, so let me start by saying that I am not a naturally organized person. In grad school you have to be organized or you die. It's really that simple. So, naturally, I realized I needed a system...","","2016-09-28 09:53:09","2016-09-28 21:22:22","","","","","","","","Staying Organized","","","","","","","","","","","","","","00000","","C:\Users\aba80\Zotero\storage\GKA76BBZ\staying-organized.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H3V6CVHQ","journalArticle","2015","Kerr, Stacey; Schmeichel, Mardi; Janis, Sonia","Using Evernote® as an Interactive Notebook with Pre-Service Social Studies Teachers","Social Studies Research & Practice","","","","http://www.academia.edu/download/37478525/MS-06598.pdf","","2015","2016-09-28 09:38:47","2016-09-28 21:22:21","2016-09-28 09:38:47","","","1","10","","","","","","","","","","","","","","","Google Scholar","","00000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2URKSK2K","webpage","","Crymble, Adam","How to Write a Zotero Translator","","","","","http://niche-canada.org/member-projects/zotero-guide/chapter1.html","","","2016-09-28 09:27:48","2016-09-28 21:22:20","","","","","","","","","","","","","","","","","Text","","","","","00000","","C:\Users\aba80\Zotero\storage\7MAZML8B\chapter1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6949C4I4","journalArticle","2015","Ferlay, Jacques; Soerjomataram, Isabelle; Dikshit, Rajesh; Eser, Sultan; Mathers, Colin; Rebelo, Marise; Parkin, Donald Maxwell; Forman, David; Bray, Freddie","Cancer incidence and mortality worldwide: sources, methods and major patterns in GLOBOCAN 2012","International journal of cancer","","","","http://onlinelibrary.wiley.com/doi/10.1002/ijc.29210/abstract","","2015","2016-09-28 00:26:47","2016-09-28 00:26:47","2016-09-28 00:26:47","E359–E386","","5","136","","","Cancer incidence and mortality worldwide","","","","","","","","","","","","Google Scholar","","","","C:\Users\aba80\Zotero\storage\J3FFEGYS\abstract.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H66WGXAV","journalArticle","2010","Ferlay, Jacques; Shin, Hai-Rim; Bray, Freddie; Forman, David; Mathers, Colin; Parkin, Donald Maxwell","Estimates of worldwide burden of cancer in 2008: GLOBOCAN 2008","International journal of cancer","","","","http://onlinelibrary.wiley.com/doi/10.1002/ijc.25516/full","","2010","2016-09-28 00:19:44","2016-09-28 00:19:44","2016-09-28 00:19:44","2893–2917","","12","127","","","Estimates of worldwide burden of cancer in 2008","","","","","","","","","","","","Google Scholar","","","","C:\Users\aba80\Zotero\storage\BIHWLXWC\full.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UJZD6IYA","journalArticle","2001","Parkin, D. Maxwell; Bray, Freddie; Ferlay, Jacques; Pisani, Paola","Estimating the world cancer burden: Globocan 2000","International journal of cancer","","","","http://onlinelibrary.wiley.com/doi/10.1002/ijc.1440/full","","2001","2016-09-28 00:19:44","2016-09-28 00:19:44","2016-09-28 00:19:43","153–156","","2","94","","","Estimating the world cancer burden","","","","","","","","","","","","Google Scholar","","","","C:\Users\aba80\Zotero\storage\CKX8FBDL\full.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DJ5YZ2X7","webpage","","","jlegewie/zotfile","GitHub","","","","https://github.com/jlegewie/zotfile","zotfile - Zotero plugin to manage your attachments: automatically rename, move, and attach PDFs (or other files) to Zotero items, sync PDFs from your Zotero library to your (mobile) PDF reader (e.g...","","2016-09-27 10:34:07","2016-09-27 10:34:07","","","","","","","","","","","","","","","","","","","","","","","","C:\Users\aba80\Zotero\storage\UFQQKM5J\5.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPY7H9W6","journalArticle","1997","Egger, Matthias; Smith, George Davey; Schneider, Martin; Minder, Christoph","Bias in meta-analysis detected by a simple, graphical test","Bmj","","","","http://www.bmj.com/content/315/7109/629?variant=full","","1997","2016-09-27 03:32:03","2016-09-27 09:13:38","2016-09-27 03:32:03","629–634","","7109","315","","","","","","","","","","","","","","","Google Scholar","","","","","","meta analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEZFIRZZ","webpage","","","Creating a population-based linked health database: A new resource for health services research - ProQuest","","","","","http://search.proquest.com/openview/20b08d5ea813e38b67a5aba3820d73ec/1?pq-origsite=gscholar","","","2016-09-27 09:06:23","2016-09-27 09:06:23","","","","","","","","Creating a population-based linked health database","","","","","","","","","","","","","","","","C:\Users\aba80\Zotero\storage\XJJ7I4MC\1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UBXS3I3F","journalArticle","2003","Garg, Anupama; Turtle, Kathleen M.","Effectiveness of training health professionals in literature search skills using electronic health databases—a critical appraisal","Health Information & Libraries Journal","","1471-1842","10.1046/j.1471-1842.2003.00416.x","http://onlinelibrary.wiley.com/doi/10.1046/j.1471-1842.2003.00416.x/abstract","The objective was to assess the effect on health professionals’ skills of one to eight hours literature search and retrieval training from electronic health databases. We searched: Cochrane library (2002; Issue 3), medline (1977–2002/5), embase (1980–2002/7); cinahl (1982–2002/5); assia (1982–2002/7), bni (1994–2002/5), eric (1985–2002/6); lisa (1969—current), NRR (2002, Issue 2), the world-wide-web and references. The selection criteria consisted of randomised controlled trials, controlled before and after, and controlled cohort studies in comparison with no training. The intervention had to be one to eight hours training in literature search and retrieval skills for health professionals. The outcome was the effect on health professionals’ literature search and retrieval skill levels measured through reliable instruments. For data collection and ana-lysis, one reviewer extracted data and assessed the quality of the studies and the second reviewer checked it. The results indicate that there is some evidence of positive impact on health professionals’ skill levels in literature searching and they find the training useful. In conclusion, the size of the positive effect is debatable as only three small and methodologically weak studies met the inclusion criteria and out of those only two showed the positive effect.","2003-03-01","2016-09-27 09:00:06","2016-09-27 09:00:06","2016-09-27 09:00:06","33-41","","1","20","","","","","","","","","","en","","","","","Wiley Online Library","","","","C:\Users\aba80\Zotero\storage\KA22836F\abstract.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NMURYL3J","blogPost","2014","Justin","Using Zotero with LaTeX (and, naturally, BibTex)","Justin Wiegand Blog","","","","http://justinwiegand.com/blog/?p=103","If you don’t yet know, Zotero is a fantastic choice for reference management.  If you manage references you should use it.  It does everything at least as well as the competition and does one…","2014-09-24","2016-09-27 02:19:04","2016-09-27 02:19:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28Q6CTWH","journalArticle","","Carlisle, J. B.","Data fabrication and other reasons for non-random sampling in 5087 randomised, controlled trials in anaesthetic and general medical journals","Anaesthesia","","1365-2044","10.1111/anae.13938","https://onlinelibrary.wiley.com/doi/abs/10.1111/anae.13938","Randomised, controlled trials have been retracted after publication because of data fabrication and inadequate ethical approval. Fabricated data have included baseline variables, for instance, age, height or weight. Statistical tests can determine the probability of the distribution of means, given their standard deviation and the number of participants in each group. Randomised, controlled trials have been retracted after the data distributions have been calculated as improbable. Most retracted trials have been written by anaesthetists and published by specialist anaesthetic journals. I wanted to explore whether the distribution of baseline data in trials was consistent with the expected distribution. I wanted to determine whether trials retracted after publication had distributions different to trials that have not been retracted. I wanted to determine whether data distributions in trials published in specialist anaesthetic journals have been different to distributions in non-specialist medical journals. I analysed the distribution of 72,261 means of 29,789 variables in 5087 randomised, controlled trials published in eight journals between January 2000 and December 2015: Anaesthesia (399); Anesthesia and Analgesia (1288); Anesthesiology (541); British Journal of Anaesthesia (618); Canadian Journal of Anesthesia (384); European Journal of Anaesthesiology (404); Journal of the American Medical Association (518) and New England Journal of Medicine (935). I chose these journals as I had electronic access to the full text. Trial p values were distorted by an excess of baseline means that were similar and an excess that were dissimilar: 763/5015 (15.2%) trials that had not been retracted from publication had p values that were within 0.05 of 0 or 1 (expected 10%), that is, a 5.2% excess, p = 1.2 × 10−7. The p values of 31/72 (43%) trials that had been retracted after publication were within 0.05 of 0 or 1, a rate different to that for unretracted trials, p = 1.03 × 10−10. The difference between the distributions of these two subgroups was confirmed by comparison of their overall distributions, p = 5.3 × 10−15. Each journal exhibited the same abnormal distribution of baseline means. There was no difference in distributions of baseline means for 1453 trials in non-anaesthetic journals and 3634 trials in anaesthetic journals, p = 0.30. The rate of retractions from JAMA and NEJM, 6/1453 or 1 in 242, was one-quarter the rate from the six anaesthetic journals, 66/3634 or 1 in 55, relative risk (99%CI) 0.23 (0.08–0.68), p = 0.00022. A probability threshold of 1 in 10,000 identified 8/72 (11%) retracted trials (7 by Fujii et al.) and 82/5015 (1.6%) unretracted trials. Some p values were so extreme that the baseline data could not be correct: for instance, for 43/5015 unretracted trials the probability was less than 1 in 1015 (equivalent to one drop of water in 20,000 Olympic-sized swimming pools). A probability threshold of 1 in 100 for two or more trials by the same author identified three authors of retracted trials (Boldt, Fujii and Reuben) and 21 first or corresponding authors of 65 unretracted trials. Fraud, unintentional error, correlation, stratified allocation and poor methodology might have contributed to the excess of randomised, controlled trials with similar or dissimilar means, a pattern that was common to all the surveyed journals. It is likely that this work will lead to the identification, correction and retraction of hitherto unretracted randomised, controlled trials.","","2018-06-15 00:02:54","2018-06-15 00:02:54","2018-06-15 00:02:54","944-952","","8","72","","","","","","","","","","en","© 2017 The Association of Anaesthetists of Great Britain and Ireland","","","","Wiley Online Library","","","","/Users/arindambose/Zotero/zotero_stored_pdfs/Anaesthesia/undefined/Carlisle_Data fabrication and other reasons for non-random sampling in 5087 randomised,.pdf; C:\Users\aba80\Zotero\storage\4VW8XC9E\anae.html","","","controlled trials; data error; fraud; randomised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XBHN9BCQ","journalArticle","2015","PRISMA-P Group; Moher, David; Shamseer, Larissa; Clarke, Mike; Ghersi, Davina; Liberati, Alessandro; Petticrew, Mark; Shekelle, Paul; Stewart, Lesley A","Preferred reporting items for systematic review and meta-analysis protocols (PRISMA-P) 2015 statement","Systematic Reviews","","2046-4053","10.1186/2046-4053-4-1","http://systematicreviewsjournal.biomedcentral.com/articles/10.1186/2046-4053-4-1","Systematic reviews should build on a protocol that describes the rationale, hypothesis, and planned methods of the review; few reviews report whether a protocol exists. Detailed, well-described protocols can facilitate the understanding and appraisal of the review methods, as well as the detection of modifications to methods and selective reporting in completed reviews. We describe the development of a reporting guideline, the Preferred Reporting Items for Systematic reviews and Meta-Analyses for Protocols 2015 (PRISMA-P 2015). PRISMA-P consists of a 17-item checklist intended to facilitate the preparation and reporting of a robust protocol for the systematic review. Funders and those commissioning reviews might consider mandating the use of the checklist to facilitate the submission of relevant protocol information in funding applications. Similarly, peer reviewers and editors can use the guidance to gauge the completeness and transparency of a systematic review protocol submitted for publication in a journal or other medium.","2015-12","2018-06-14 23:32:18","2018-06-14 23:32:18","2018-06-14 23:32:18","","","1","4","","","","","","","","","","en","","","","","Crossref","","","","C:\Users\aba80\Zotero\storage\D4IVW24T\PRISMA-P Group et al. - 2015 - Preferred reporting items for systematic review an.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"257YPKQ8","journalArticle","1986","Haynes, R. Brian","How to Keep Up with the Medical Literature: VI. How to Store and Retrieve Articles Worth Keeping","Annals of Internal Medicine","","0003-4819","10.7326/0003-4819-105-6-978","http://annals.org/article.aspx?doi=10.7326/0003-4819-105-6-978","","1986-12-01","2018-06-14 22:21:13","2020-04-18 07:28:16","2018-06-14 22:21:13","978","","6","105","","","How to Keep Up with the Medical Literature","","","","","","","en","","","","","Crossref","","tex.ids: haynes_how_1986-1","","C:\Users\aba80\Zotero\storage\6CT9TXAV\Haynes - 1986 - How to Keep Up with the Medical Literature VI. Ho.pdf; /Users/arindambose/Zotero/zotero_stored_pdfs/Annals of Internal Medicine/1986/Haynes_1986_How to Keep Up with the Medical Literature.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZMA6WXY2","webpage","","","Evidence‐Based Medicine and Primary Care: Keeping Up Is Hard to Do - Zipkin - 2012 - Mount Sinai Journal of Medicine: A Journal of Translational and Personalized Medicine - Wiley Online Library","","","","","https://onlinelibrary.wiley.com/doi/pdf/10.1002/msj.21337","","","2018-06-14 22:19:46","2018-06-14 22:19:46","2018-06-14 22:19:46","","","","","","","","","","","","","","","","","","","","","","","C:\Users\aba80\Zotero\storage\6US4JNP8\msj.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6DE8KILH","journalArticle","2012","Zipkin, Daniella A.; Greenblatt, Lawrence; Kushinka, Jeffrey T.","Evidence‐Based Medicine and Primary Care: Keeping Up Is Hard to Do","Mount Sinai Journal of Medicine: A Journal of Translational and Personalized Medicine","","1931-7581","10.1002/msj.21337","https://onlinelibrary.wiley.com/doi/abs/10.1002/msj.21337","","2012-09-13","2018-06-14 21:11:54","2018-06-14 21:11:54","2018-06-14 21:11:54","545-554","","5","79","","","Evidence‐Based Medicine and Primary Care","","","","","","","en","","","","","onlinelibrary.wiley.com","","","","C:\Users\aba80\Zotero\storage\VV75E9ET\msj.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA2CVYDB","journalArticle","2018","Latif, Shahid; Liu, Diao; Beck, Fabian","Exploring Interactive Linking Between Text and Visualization","","","","","","Visualizations are included in documents as augmentation to text and they become more intuitive if readers have the ability to interact with them. Modern web technologies facilitate the development of interactive documents including both text and visualizations. The aim of this research it to explore the design space of possible visualization–text linking and interactions based on various triggers such as mouse events. We describe a framework that takes text containing markup, a related dataset, and a conﬁguration ﬁle as inputs and produces an interactive document. The resulting document provides interactions such as details on demand, visual highlighting and comparison, and bushing-and-linking. In addition to regular sized graphics, the use of word-sized graphics or sparklines presents related content in view-focus of the reader. Finally, an illustrative example is presented to showcase the approach.","2018","2018-06-06 23:40:19","2018-06-06 23:40:19","","4","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\aba80\Zotero\storage\IHHBQ4IN\Latif et al. - 2018 - Exploring Interactive Linking Between Text and Vis.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KYPT2GKI","webpage","","","Statistical Learning with Sparsity: the Lasso and Generalizations","","","","","https://web.stanford.edu/~hastie/StatLearnSparsity/","","","2018-06-06 23:23:27","2018-06-06 23:23:27","2018-06-06 23:23:27","","","","","","","","","","","","","","","","","","","","","","","false; C:\Users\aba80\Zotero\storage\CDBRVLD6\StatLearnSparsity.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HXL7N89C","journalArticle","2015","Bulik-Sullivan, Brendan; Finucane, Hilary K.; Anttila, Verneri; Gusev, Alexander; Day, Felix R.; Loh, Po-Ru; Consortium, ReproGen; Consortium, Psychiatric Genomics; Consortium 3, Genetic Consortium for Anorexia Nervosa of the Wellcome Trust Case Control; Duncan, Laramie; Perry, John R. B.; Patterson, Nick; Robinson, Elise B.; Daly, Mark J.; Price, Alkes L.; Neale, Benjamin M.","An atlas of genetic correlations across human diseases and traits","Nature Genetics","","1546-1718","10.1038/ng.3406","https://www.nature.com/articles/ng.3406","Identifying genetic correlations between complex traits and diseases can provide useful etiological insights and help prioritize likely causal relationships. The major challenges preventing estimation of genetic correlation from genome-wide association study (GWAS) data with current methods are the lack of availability of individual-level genotype data and widespread sample overlap among meta-analyses. We circumvent these difficulties by introducing a technique—cross-trait LD Score regression—for estimating genetic correlation that requires only GWAS summary statistics and is not biased by sample overlap. We use this method to estimate 276 genetic correlations among 24 traits. The results include genetic correlations between anorexia nervosa and schizophrenia, anorexia and obesity, and educational attainment and several diseases. These results highlight the power of genome-wide analyses, as there currently are no significantly associated SNPs for anorexia nervosa and only three for educational attainment.","2015-11","2018-06-04 06:01:44","2018-06-04 06:01:44","2018-06-04 06:01:44","1236-1241","","11","47","","","","","","","","","","en","2015 Nature Publishing Group","","","","www.nature.com","","","","C:\Users\aba80\Zotero\storage\AYGMRV69\ng.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3QV2KPVM","journalArticle","2015","Bao, Ying; Curhan, Gary; Merriman, Tony; Plenge, Robert; Kraft, Peter; Choi, Hyon K.","Lack of gene–diuretic interactions on the risk of incident gout: the Nurses’ Health Study and Health Professionals Follow-up Study","Annals of the Rheumatic Diseases","","0003-4967, 1468-2060","10.1136/annrheumdis-2014-206534","http://ard.bmj.com/content/74/7/1394","Background Diuretic-induced gout might occur only among those with a genetic predisposition to hyperuricaemia, as suggested by a recent study with 108 self-reported gout cases. Methods We examined the role of urate genes on the risk of diuretic-induced incident gout in 6850 women from the Nurses’ Health Study (NHS) and in 4223 men from the Health Professionals Follow-up Study (HPFS). Two published genetic risk scores (GRSs) were calculated using urate-associated single-nucleotide polymorphisms for 8 (GRS8) and 29 genes (GRS29). Results Our analyses included 727 and 354 confirmed incident gout cases in HPFS and NHS, respectively. The multivariate relative risk (RR) for diuretic use was 2.20 and 1.69 among those with GRS8 < and ≥ the median (p for interaction=0.27). The corresponding RRs using GRS29 were 2.19 and 1.88 (p for interaction=0.40). The lack of interaction persisted in NHS (all p values >0.20) and in our analyses limited to those with hypertension in both cohorts. SLC22A11 (OAT4) showed a significant interaction only among women but in the opposite direction to the recent study. Conclusions In these large prospective studies, individuals with a genetic predisposition for hyperuricaemia are not at a higher risk of developing diuretic-induced gout than those without.","2015-07-01","2018-06-04 05:59:52","2018-06-04 05:59:52","2018-06-04 05:59:52","1394-1398","","7","74","","","Lack of gene–diuretic interactions on the risk of incident gout","","","","","","","en","Published by the BMJ Publishing Group Limited. For permission to use (where not already granted under a licence) please go to http://group.bmj.com/group/rights-licensing/permissions","","","","ard.bmj.com","","PMID: 25667207","","; C:\Users\aba80\Zotero\storage\HNIPA3AR\1394.html","http://www.ncbi.nlm.nih.gov/pubmed/25667207","","Epidemiology; Gene Polymorphism; Gout","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T8ZDFE8F","journalArticle","2014","Korat, Andres V. Ardisson; Willett, Walter C.; Hu, Frank B.","Diet, Lifestyle, and Genetic Risk Factors for Type 2 Diabetes: A Review from the Nurses’ Health Study, Nurses’ Health Study 2, and Health Professionals’ Follow-Up Study","Current Nutrition Reports","","2161-3311","10.1007/s13668-014-0103-5","https://link.springer.com/article/10.1007/s13668-014-0103-5","The vast amount of epidemiological evidence from three large US cohorts (Nurses’ Health Study, Nurses’ Health Study 2, and Health Professionals’ Follow-Up Study) has yielded important information regarding the roles of overall diet, individual foods and nutrients, physical activity, and other lifestyle factors in the development of type 2 diabetes. Excess adiposity is a major risk factor for diabetes, and thus maintaining a healthy body weight and avoidance of excess weight gain during adulthood is the cornerstone of diabetes prevention. Independent of body weight, the quality or type of dietary fat and carbohydrates is more crucial than the quantity in determining diabetes risk. Higher consumption of coffee, whole grains, fruits, and nuts is associated with lower risk of diabetes, whereas regular consumption of refined grains, red and processed meats, and sugar-sweetened beverages including fruits juices is associated with increased risk. Dietary patterns rich in fruits and vegetables, whole grains, and nuts and legumes, but lower in red and processed meats, refined grains, and sugar-sweetened beverages are consistently associated with reduced diabetes risk, even after adjustment for body mass index. The genome-wide association studies conducted in these cohorts have contributed substantially to the discoveries of novel genetic loci for type 2 diabetes and other metabolic traits, although the identified common variants explain only a small proportion of overall diabetes predisposition. Taken together, these ongoing large cohort studies have provided convincing epidemiologic evidence that a healthy diet, together with regular physical activity, maintenance of a healthy weight, moderate alcohol consumption, and avoidance of prolonged sedentary behaviors and smoking would prevent the majority of type 2 diabetes cases.","2014-12-01","2018-06-04 05:58:48","2018-06-04 05:58:48","2018-06-04 05:58:48","345-354","","4","3","","Curr Nutr Rep","Diet, Lifestyle, and Genetic Risk Factors for Type 2 Diabetes","","","","","","","en","","","","","link.springer.com","","","","C:\Users\aba80\Zotero\storage\LEWNVM7B\s13668-014-0103-5.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
